PYTHON,1254627,0.783333333,mr
PYTHON,2794272,83.3,mr
PYTHON,2907919,0.55,mr
PYTHON,2982929,98.83333333,me
PYTHON,2567483,12.93333333,mr
PYTHON,2567483,12.93333333,mb
PYTHON,2567483,12.93333333,me
PYTHON,3193756,34.6,mr
PYTHON,3237847,32.71666667,mr
PYTHON,3208927,4.75,mr
PYTHON,3208927,4.75,md
PYTHON,3208927,4.75,mm
PYTHON,4542367,0.316666667,mb
PYTHON,4542367,0.316666667,fp
PYTHON,4011526,1.083333333,dc
PYTHON,4011526,1.083333333,dp
PYTHON,4011526,1.083333333,mr
PYTHON,4011526,1.083333333,mb
PYTHON,5264492,3.95,me
PYTHON,5503820,20.01666667,mr
PYTHON,3837692,1.766666667,mb
PYTHON,4789318,6.4,md
PYTHON,4789318,6.4,me
PYTHON,4819437,0.066666667,mr
PYTHON,6311829,42.93333333,?
PYTHON,6541141,0.25,me
PYTHON,7733969,0.366666667,dc
PYTHON,6615833,1.933333333,mr
PYTHON,7211678,13.15,mr
PYTHON,573768,3.1,mr
PYTHON,573768,3.1,mm
PYTHON,7326958,8.8,mr
PYTHON,7958738,9.616666667,md
PYTHON,7958738,9.616666667,mr
PYTHON,7273718,2261.3,mr
PYTHON,8818265,0.45,mb
PYTHON,8818265,0.45,fp
PYTHON,9006993,0.633333333,mb
PYTHON,9006993,0.633333333,me
PYTHON,9299346,1.783333333,mr
PYTHON,9299346,1.783333333,me
PYTHON,9299346,1.783333333,md
PYTHON,9365982,4.25,?
PYTHON,6629165,4.8,mr
PYTHON,6629165,4.8,mb
PYTHON,9720894,2.366666667,no
PYTHON,3419400,33.68333333,dc
PYTHON,3419400,33.68333333,dp
PYTHON,3419400,33.68333333,mb
PYTHON,11116697,29.31666667,mr
PYTHON,11441751,18.13333333,dp
PYTHON,11441751,18.13333333,fp
PYTHON,10936183,16.51666667,mr
PYTHON,10936183,16.51666667,mb
PYTHON,7535768,450.2666667,mr
PYTHON,11005529,30.03333333,fp
PYTHON,11005529,30.03333333,mb
PYTHON,11856206,0.55,me
PYTHON,3247952,335.5166667,fp
PYTHON,3688075,61.05,me
PYTHON,12118720,16.76666667,md
PYTHON,12118720,16.76666667,me
PYTHON,12301640,19.26666667,mb
PYTHON,12301640,19.26666667,me
PYTHON,12721486,3.15,?
PYTHON,8757466,15.08333333,mr
PYTHON,7694978,5.766666667,no
PYTHON,13956943,0.116666667,mr
PYTHON,13956943,0.116666667,mb
PYTHON,13956943,0.116666667,me
PYTHON,14505716,5.533333333,dp
PYTHON,14505716,5.533333333,fp
PYTHON,14505716,5.533333333,mb
PYTHON,14192284,1.5,no
PYTHON,14254203,0.983333333,fp
PYTHON,14254203,0.983333333,mb
PYTHON,7986900,1.55,mr
PYTHON,15181311,8.283333333,mb
PYTHON,7428741,13223.73333,mr
PYTHON,8953326,330.1166667,mb
PYTHON,16141256,1.383333333,me
PYTHON,16141256,1.383333333,mb
PYTHON,6585734,4.4,mr
PYTHON,16572192,2.416666667,me
PYTHON,16572192,2.416666667,mb
PYTHON,16366331,114.25,mr
PYTHON,16366331,114.25,mm
PYTHON,16832551,4.766666667,md
PYTHON,16832551,4.766666667,mb
PYTHON,10098533,1,mr
PYTHON,17502580,2.583333333,mr
PYTHON,17502580,2.583333333,dc
PYTHON,19018333,7.05,fp
PYTHON,19018333,7.05,me
PYTHON,19018333,7.05,mb
PYTHON,1783669,1.1,mr
PYTHON,20382484,30.1,dp
PYTHON,20382484,30.1,fp
PYTHON,20643300,0.166666667,mr
PYTHON,20643300,0.166666667,fp
PYTHON,20643300,0.166666667,mb
PYTHON,7554873,391.75,mr
PYTHON,19054923,0.1,me
PYTHON,19149364,1.766666667,mb
PYTHON,19149364,1.766666667,me
PYTHON,11910481,7.8,no
PYTHON,19262621,3.5,mr
PYTHON,21600196,0.15,dc
PYTHON,21600196,0.15,dp
PYTHON,21600196,0.15,fp
PYTHON,21642387,1.183333333,me
PYTHON,2661778,13.3,mr
PYTHON,20998832,6.05,md
PYTHON,20998832,6.05,me
PYTHON,22048161,3.833333333,mr
PYTHON,8539141,39.31666667,md
PYTHON,8539141,39.31666667,mr
PYTHON,12175404,28.31666667,mb
PYTHON,22274233,2.266666667,mr
PYTHON,3113428,1.983333333,mr
PYTHON,3113428,1.983333333,mb
PYTHON,3113428,1.983333333,me
PYTHON,22117692,0.466666667,dc
PYTHON,22117692,0.466666667,dp
PYTHON,22117692,0.466666667,fp
PYTHON,12283184,17.23333333,no
PYTHON,3172509,0.366666667,no
PYTHON,12546702,422.55,mr
