C_CPP,8758439,,,0,,mr
C_CPP,16778463,,c,0,,mr
C_CPP,2813349,,,0,,mr
C_CPP,17055964,,py,0,,mr
C_CPP,58602619,,py,0,,md
C_CPP,43411911,,,0,,no
C_CPP,5897082,,py/ja,0,,mr
C_CPP,9830592,,ja/c/c#/py,0,,mb
C_CPP,44526092,,,0,,md
C_CPP,26978806,,,0,,no
C_CPP,16605472,,,0,,mb
C_CPP,6728001,,c/ja,0,,mb
C_CPP,6728001,,c/ja,0,,md
C_CPP,12593119,,,0,,mr
C_CPP,29412045,,ja,0,,md
C_CPP,2383936,,ja/c/ma,0,,mb
C_CPP,38857282,,,0,,mb
C_CPP,15723959,!r,,0,,md
C_CPP,15723959,!r,,0,,mr
C_CPP,15341486,,,0,,mb
C_CPP,9035754,,py/c,0,,mr
C_CPP,34754602,,,0,,mb
C_CPP,58352787,,py,0,,md
C_CPP,38250558,,,0,,mb
C_CPP,22337841,,,0,,dcp
C_CPP,56012618,,,0,,mr
C_CPP,40537503,,,0,,dcp
C_CPP,40537503,,,0,,me
C_CPP,40537503,,,0,,mb
C_CPP,825162,,ma,0,,mb
C_CPP,27501444,,,0,,mb
JAVA,43825674,!c+,ja,0,,dcp
JAVA,43825674,!c+,ja,0,,dcp
JAVA,43825674,!c+,ja,0,,mb
C_CPP,8895340,,c/ja/py,0,,mr
C_CPP,5646120,,,0,,mb
C_CPP,7808011,,r/ma,0,,mr
C_CPP,2092403,,,0,,mr
C_CPP,2092403,,,0,,md
C_CPP,10160592,,,0,,mb
C_CPP,35158799,,py,0,,mb
C_CPP,2574915,,,1,4.366666667,mb
C_CPP,2915341,,,1,93.35,mr
JAVA,2821575,!c+,ja,1,0.85,mr
C_CPP,3208927,,ja/py,1,4.75,dcp
C_CPP,3208927,,ja/py,1,4.75,md
C_CPP,3508947,,,1,154.0166667,mb
C_CPP,4751091,,,1,92.95,mr
C_CPP,4751091,,,1,92.95,fp
C_CPP,4751091,,,1,92.95,me
C_CPP,6005165,,c/ja,1,8.6,md
C_CPP,38467273,,,0,,mb
C_CPP,30253520,,,0,,dcp
C_CPP,8492837,,,1,8.366666667,mr
C_CPP,8904162,!ja,,1,1.75,md
C_CPP,11752727,,c,1,225.5833333,mr
C_CPP,9482902,,,1,0.75,mb
C_CPP,15132982,,ma,1,13.73333333,mb
C_CPP,15132982,,ma,1,13.73333333,md
C_CPP,7783243,,,1,5.816666667,mb
C_CPP,8122227,,,1,2.783333333,no
C_CPP,9614729,,ma,1,1.916666667,no
C_CPP,16832551,,py,1,4.766666667,md
C_CPP,1710660,,,1,0.333333333,mr
C_CPP,21293332,,,1,4.4,mb
C_CPP,8180336,,,1,367.6333333,me
C_CPP,8682766,!ja,,1,84.23333333,mr
C_CPP,12376913,,,1,1.716666667,mr
C_CPP,13597648,,,1,50.83333333,me
C_CPP,11295755,,,1,2876.216667,mr
C_CPP,11295755,,,1,2876.216667,md
C_CPP,15892097,,c/ja/r,1,0.833333333,no
C_CPP,13425722,,ja,1,269.85,dcp
C_CPP,13425722,,ja,1,269.85,mb
C_CPP,13425722,,ja,1,269.85,mr
C_CPP,28746889,,,1,1299.833333,mb
C_CPP,29996666,,,1,2.266666667,mb
