C_SHARP,9536786,,,1,375.1666667,all
C_SHARP,43411911,,,1,0.166666667,no
C_SHARP,21707678,,,1,0.15,mr
C_SHARP,9830592,!r,c,1,63.95,mb
C_SHARP,49527586,,,1,236.6166667,mb
C_SHARP,44306109,,,1,14.1,mb
C_SHARP,44401270,,,1,56.68333333,mb
C_SHARP,44401270,,,1,56.68333333,mr
C_SHARP,8907267,,,1,0.216666667,mr
C_SHARP,35222995,,,1,1.283333333,mb
C_SHARP,48967204,,,1,0.233333333,all
C_SHARP,15395835,,,1,50.26666667,mb
C_SHARP,52448899,,ja,1,0.983333333,mr
C_SHARP,1697243,,,1,427.7833333,dcp
C_SHARP,1697243,,,1,427.7833333,mb
C_SHARP,3496272,,,1,0.15,mr
C_SHARP,3890734,,,1,1305.45,mb
C_SHARP,3967460,,,1,0.2,dcp
C_SHARP,3967460,,,1,0.2,dcp
C_SHARP,5731169,,,1,104.2,dcp
C_SHARP,5731169,,,1,104.2,dcp
PYTHON,951326,!ja!c#!c+!r,py,1,0.883333333,mb
C_SHARP,7792088,,,1,7.3,all
C_SHARP,2723999,,py,1,0.083333333,all
C_SHARP,6476934,,,1,40.13333333,all
C_SHARP,3838785,,,1,103.8,dcp
C_SHARP,3976481,,,1,45.81666667,mb
C_SHARP,9859973,,,1,149.6166667,mb
C_SHARP,10349998,,,1,5227.416667,mb
C_SHARP,12511701,,ma,0,,mb
C_SHARP,12511701,,ma,0,,mr
C_CPP,11361811,!c#,c+,0,,no
C_SHARP,32106063,,,0,,dcp
C_SHARP,40573388,,ja/c+/py/c,0,,mb
C_SHARP,52536943,,,0,,mb
C_SHARP,51376040,,py,0,,md
C_SHARP,59513951,,,0,,dcp
C_SHARP,56365587,,ja,0,,fp
C_SHARP,56365587,,ja,0,,mr
C_SHARP,45076911,,,0,,mr
PYTHON,770238,!c#!ja,py,0,,mb
C_SHARP,1624060,,,0,,dcp
C_SHARP,1624060,,,0,,dcp
C_SHARP,4286540,,,0,,mr
C_SHARP,42960567,,,0,,mb
PYTHON,50497593,!c#,py,0,,mb
