JAVA,2066005,,py,1,1.366666667,dcp
JAVA,10554052,,,1,1103.95,mb
JAVA,480683,,,1,15.05,mb
JAVA,9369198,,,1,76.51666667,mb
JAVA,1559851,,,1,0.333333333,mb
JAVA,2931318,,,1,0.05,md
JAVA,3208927,,py/c++,1,4.75,dcp
JAVA,32565594,,,1,886.1,mb
JAVA,5672530,,c++,1,2095.233333,md
JAVA,7314684,,,1,5.383333333,mb
JAVA,7451716,,r,1,14.51666667,md
JAVA,1836853,,,1,1.166666667,dcp
JAVA,2821575,,,1,0.85,mb
JAVA,2403921,,,1,1.1,mm
JAVA,7958738,,py,1,9.616666667,mb
JAVA,13392791,,,1,269.1833333,md
JAVA,16317893,,,1,12.11666667,mb
JAVA,17352469,,py/r,1,0.15,mb
JAVA,17666851,,,1,700.0333333,mb
JAVA,8212980,,,1,13.05,md
JAVA,21738277,,,1,719.7333333,fp
JAVA,4983882,,,1,3.633333333,mb
JAVA,2761590,,,1,3.083333333,me
JAVA,4819437,,py,1,0.066666667,mb
JAVA,6554796,,,1,67.9,mb
JAVA,6476934,,c#,1,0.983333333,md
JAVA,6816413,,,1,1509.983333,md
JAVA,7815317,,,1,6.8,md
JAVA,11709808,,,1,0.433333333,fp
JAVA,3237847,,py,1,32.71666667,mb
JAVA,5263846,,,1,1.183333333,dcp
JAVA,5263846,,,1,1.183333333,mb
JAVA,27334694,,,1,77.81666667,fp
JAVA,8904162,,c++,1,1.75,md
JAVA,8682766,,c++,1,84.23333333,md
JAVA,10307194,,,1,64.03333333,mb
JAVA,10776673,,ma ,1,0.333333333,md
JAVA,10757202,,c++,1,246.0166667,mb
JAVA,20017957,,,1,1.85,md
JAVA,22283684,,,1,0.366666667,mb
JAVA,30019054,,,1,6.166666667,mb
JAVA,18721567,,,1,267.0166667,md
JAVA,5813476,,,1,1.05,mb
JAVA,9720894,,py,1,2.366666667,all
JAVA,11482108,,,1,481.3666667,fp
JAVA,12536619,,,1,2.7,mb
JAVA,12118132,,,1,9.133333333,mb
JAVA,12151702,,,1,41.58333333,mb
JAVA,740389,,,1,34,mb
JAVA,36032808,,,1,173.8833333,dcp
JAVA,26949249,,,1,0.183333333,mb
JAVA,28764459,,py,1,28.01666667,mb
JAVA,28764459,,py,1,28.01666667,fp
JAVA,3764444,,,1,44.1,no
JAVA,3934160,,,1,1.033333333,mb
JAVA,7535689,,ma ,1,0.75,md
JAVA,15892097,,,1,0.833333333,no
JAVA,14411627,,py/c++,1,2.3,mb
JAVA,7601529,,,1,24714.15,fp
JAVA,21849642,,,1,5110.616667,mb
JAVA,21849642,,,1,5110.616667,md
JAVA,13029118,,,1,2.533333333,mb
JAVA,34324449,,,1,17.36666667,mb
JAVA,6639802,,,1,1.833333333,dcp
JAVA,7689099,,,1,918.8833333,all
JAVA,9112557,,,1,0.8,mb
JAVA,13425722,,c++,1,269.85,dcp
JAVA,33487321,,,1,17.96666667,mb
JAVA,17706879,,php,1,0.083333333,all
JAVA,7058856,,,1,184.4666667,all
JAVA,15274781,,,1,127.7,md
JAVA,15625359,,,1,1.833333333,mb
JAVA,15441428,,,1,14.36666667,dcp
JAVA,5866710,,,1,34.5,all
JAVA,6005165,,c++,1,8.6,md
JAVA,32106063,,,1,0.883333333,mb
JAVA,7273718,,py/c++,1,2261.3,mb
JAVA,13560272,,py,1,16.3,mb
JAVA,13126413,,,1,4154.833333,mb
JAVA,38910471,,,1,5.333333333,mb
JAVA,21674522,,,1,2.833333333,md
JAVA,10249501,,,1,69.43333333,md
JAVA,12158904,,,1,4.9,no
JAVA,15235787,,,1,21.83333333,mb
JAVA,45391355,,,1,0.3,fp
JAVA,23438265,,,1,0.1,dcp
JAVA,24471561,,,1,1117.65,mb
JAVA,29180248,,,1,2.95,md
JAVA,13459935,,,1,2.066666667,dcp
JAVA,14013266,,,1,8.45,mb
JAVA,30729656,,,1,1.983333333,md
JAVA,20736460,,ma ,1,1.333333333,mb
JAVA,41657152,,,1,7.15,mb
JAVA,32942420,,,1,25.65,mb
JAVA,47325607,,,1,31.68333333,mb
JAVA,20414667,,ma ,1,16889.46667,mb
JAVA,35614535,,,1,0.283333333,md
JAVA,37212134,,,1,111.8166667,me
JAVA,34575976,,,1,74.71666667,mb
JAVA,42940335,,,1,63.86666667,mb
JAVA,45961809,,py,1,1.35,md
JAVA,27987910,,,1,9156.516667,md
JAVA,51663068,,,1,3.266666667,mb
PYTHON,42546720,!ja,py,1,1.5,mb
JAVA,52543400,,,1,61.76666667,dcp
JAVA,35455903,,,1,2973.316667,md
PYTHON,43631031,!ja,py,1,9.85,mb
JAVA,50942677,,,1,980.45,mb
JAVA,52729443,,,1,25,mb
JAVA,56513495,,,1,5574.2,md
PYTHON,50467666,!ja,py,1,0.6,fp
JAVA,53272749,,,1,380.9333333,mb
JAVA,38932299,,,1,50.35,fp
JAVA,26714367,,,1,20025.9,no
JAVA,43489416,,,1,34.06666667,md
JAVA,43521439,,py,1,3.75,md
JAVA,43647446,,py,1,13.98333333,mb
JAVA,58537153,,,1,2.316666667,all
JAVA,58398983,,,1,2591.216667,md
JAVA,37777147,,,1,10994.81667,me
PYTHON,50467666,!ja,py,1,0.6,fp
